group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
conv,ProofForOneGate,64,64,elements,252573920.0,ns,4
conv,ProofForOneGate,64,64,elements,261755182.0,ns,4
conv,ProofForOneGate,64,64,elements,251679886.0,ns,4
conv,ProofForOneGate,64,64,elements,263364243.0,ns,4
conv,ProofForOneGate,64,64,elements,257724659.0,ns,4
conv,ProofForOneGate,64,64,elements,258892188.0,ns,4
conv,ProofForOneGate,64,64,elements,250213998.0,ns,4
conv,ProofForOneGate,64,64,elements,261529895.0,ns,4
conv,ProofForOneGate,64,64,elements,249799894.0,ns,4
conv,ProofForOneGate,64,64,elements,254564333.0,ns,4
conv,ProofForOneGate,64,64,elements,319255356.0,ns,4
conv,ProofForOneGate,64,64,elements,254154711.0,ns,4
conv,ProofForOneGate,64,64,elements,249555862.0,ns,4
conv,ProofForOneGate,64,64,elements,261942818.0,ns,4
conv,ProofForOneGate,64,64,elements,246924938.0,ns,4
conv,ProofForOneGate,64,64,elements,247285134.0,ns,4
conv,ProofForOneGate,64,64,elements,260188773.0,ns,4
conv,ProofForOneGate,64,64,elements,250243919.0,ns,4
conv,ProofForOneGate,64,64,elements,261940558.0,ns,4
conv,ProofForOneGate,64,64,elements,260860196.0,ns,4
