group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,KeyGen,512,512,elements,40674059.0,ns,4
dot,KeyGen,512,512,elements,60875714.0,ns,8
dot,KeyGen,512,512,elements,77285021.0,ns,12
dot,KeyGen,512,512,elements,104442770.0,ns,16
dot,KeyGen,512,512,elements,129010916.0,ns,20
dot,KeyGen,512,512,elements,154256962.0,ns,24
dot,KeyGen,512,512,elements,181616087.0,ns,28
dot,KeyGen,512,512,elements,204574979.0,ns,32
dot,KeyGen,512,512,elements,373871504.0,ns,36
dot,KeyGen,512,512,elements,305776942.0,ns,40
dot,KeyGen,512,512,elements,302974335.0,ns,44
dot,KeyGen,512,512,elements,334325410.0,ns,48
dot,KeyGen,512,512,elements,347313226.0,ns,52
dot,KeyGen,512,512,elements,397431822.0,ns,56
dot,KeyGen,512,512,elements,424665018.0,ns,60
dot,KeyGen,512,512,elements,443288033.0,ns,64
dot,KeyGen,512,512,elements,458796163.0,ns,68
dot,KeyGen,512,512,elements,917487043.0,ns,72
dot,KeyGen,512,512,elements,1269092086.0,ns,76
dot,KeyGen,512,512,elements,1732430528.0,ns,80
