group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,KeyGen,4,4,elements,57136169.0,ns,5
dot,KeyGen,4,4,elements,66125353.0,ns,10
dot,KeyGen,4,4,elements,91096972.0,ns,15
dot,KeyGen,4,4,elements,104630806.0,ns,20
dot,KeyGen,4,4,elements,136091703.0,ns,25
dot,KeyGen,4,4,elements,354534047.0,ns,30
dot,KeyGen,4,4,elements,224819972.0,ns,35
dot,KeyGen,4,4,elements,276110340.0,ns,40
dot,KeyGen,4,4,elements,246000158.0,ns,45
dot,KeyGen,4,4,elements,267447894.0,ns,50
dot,KeyGen,4,4,elements,291487411.0,ns,55
dot,KeyGen,4,4,elements,317931306.0,ns,60
dot,KeyGen,4,4,elements,473067281.0,ns,65
dot,KeyGen,4,4,elements,371989000.0,ns,70
dot,KeyGen,4,4,elements,478860003.0,ns,75
dot,KeyGen,4,4,elements,429095185.0,ns,80
dot,KeyGen,4,4,elements,602795025.0,ns,85
dot,KeyGen,4,4,elements,986400880.0,ns,90
dot,KeyGen,4,4,elements,793949610.0,ns,95
dot,KeyGen,4,4,elements,618495990.0,ns,100
