group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
conv,KeyGenForAccumConv,256,256,elements,758871509.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,1013353819.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,968812378.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,833215337.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,795148659.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,1615124489.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,1077739668.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,934317059.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,918965831.0,ns,1
conv,KeyGenForAccumConv,256,256,elements,824897702.0,ns,1
