group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
conv,ProofForAccumConv,4,4,elements,5583506848.0,ns,1
conv,ProofForAccumConv,4,4,elements,5285441269.0,ns,1
conv,ProofForAccumConv,4,4,elements,5540080484.0,ns,1
conv,ProofForAccumConv,4,4,elements,5521050999.0,ns,1
conv,ProofForAccumConv,4,4,elements,5528634606.0,ns,1
conv,ProofForAccumConv,4,4,elements,7500453188.0,ns,1
conv,ProofForAccumConv,4,4,elements,5945716940.0,ns,1
conv,ProofForAccumConv,4,4,elements,5726360740.0,ns,1
conv,ProofForAccumConv,4,4,elements,5452587596.0,ns,1
conv,ProofForAccumConv,4,4,elements,5547849532.0,ns,1
conv,ProofForAccumConv,4,4,elements,5702254905.0,ns,1
conv,ProofForAccumConv,4,4,elements,5349310388.0,ns,1
conv,ProofForAccumConv,4,4,elements,5735754969.0,ns,1
conv,ProofForAccumConv,4,4,elements,5447312570.0,ns,1
conv,ProofForAccumConv,4,4,elements,5522593413.0,ns,1
conv,ProofForAccumConv,4,4,elements,5319758303.0,ns,1
conv,ProofForAccumConv,4,4,elements,5547724282.0,ns,1
conv,ProofForAccumConv,4,4,elements,5359281318.0,ns,1
conv,ProofForAccumConv,4,4,elements,6148030424.0,ns,1
conv,ProofForAccumConv,4,4,elements,11747799383.0,ns,1
