group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,Prove,256,256,elements,5283397910.0,ns,1
dot,Prove,256,256,elements,5147779323.0,ns,1
dot,Prove,256,256,elements,5314661442.0,ns,1
dot,Prove,256,256,elements,5161803038.0,ns,1
dot,Prove,256,256,elements,5214958744.0,ns,1
dot,Prove,256,256,elements,5071466431.0,ns,1
dot,Prove,256,256,elements,6641632450.0,ns,1
dot,Prove,256,256,elements,7695045272.0,ns,1
dot,Prove,256,256,elements,7013392504.0,ns,1
dot,Prove,256,256,elements,6998922624.0,ns,1
dot,Prove,256,256,elements,7536654050.0,ns,1
dot,Prove,256,256,elements,7218263354.0,ns,1
dot,Prove,256,256,elements,6816648157.0,ns,1
dot,Prove,256,256,elements,5379908496.0,ns,1
dot,Prove,256,256,elements,5904899111.0,ns,1
dot,Prove,256,256,elements,5243336457.0,ns,1
dot,Prove,256,256,elements,5328552720.0,ns,1
dot,Prove,256,256,elements,6228691384.0,ns,1
dot,Prove,256,256,elements,7607528789.0,ns,1
dot,Prove,256,256,elements,5319226300.0,ns,1
