group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,KeyGen,256,256,elements,42594803.0,ns,4
dot,KeyGen,256,256,elements,49143933.0,ns,8
dot,KeyGen,256,256,elements,69670190.0,ns,12
dot,KeyGen,256,256,elements,94846984.0,ns,16
dot,KeyGen,256,256,elements,161318198.0,ns,20
dot,KeyGen,256,256,elements,149044593.0,ns,24
dot,KeyGen,256,256,elements,164169381.0,ns,28
dot,KeyGen,256,256,elements,191663836.0,ns,32
dot,KeyGen,256,256,elements,215543155.0,ns,36
dot,KeyGen,256,256,elements,242377508.0,ns,40
dot,KeyGen,256,256,elements,256866672.0,ns,44
dot,KeyGen,256,256,elements,280973134.0,ns,48
dot,KeyGen,256,256,elements,308580460.0,ns,52
dot,KeyGen,256,256,elements,328257359.0,ns,56
dot,KeyGen,256,256,elements,352230049.0,ns,60
dot,KeyGen,256,256,elements,576920797.0,ns,64
dot,KeyGen,256,256,elements,440571336.0,ns,68
dot,KeyGen,256,256,elements,450870393.0,ns,72
dot,KeyGen,256,256,elements,567180342.0,ns,76
dot,KeyGen,256,256,elements,544641737.0,ns,80
