group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,Prove,64,64,elements,5416261047.0,ns,1
dot,Prove,64,64,elements,5512082637.0,ns,1
dot,Prove,64,64,elements,5750955057.0,ns,1
dot,Prove,64,64,elements,5504382214.0,ns,1
dot,Prove,64,64,elements,7275241080.0,ns,1
dot,Prove,64,64,elements,10737343882.0,ns,1
dot,Prove,64,64,elements,6298542040.0,ns,1
dot,Prove,64,64,elements,6049754016.0,ns,1
dot,Prove,64,64,elements,16118009470.0,ns,1
dot,Prove,64,64,elements,8033355602.0,ns,1
dot,Prove,64,64,elements,7112838889.0,ns,1
dot,Prove,64,64,elements,10236993159.0,ns,1
dot,Prove,64,64,elements,14938680861.0,ns,1
dot,Prove,64,64,elements,8352513991.0,ns,1
dot,Prove,64,64,elements,8201980919.0,ns,1
dot,Prove,64,64,elements,6966979684.0,ns,1
dot,Prove,64,64,elements,6061420839.0,ns,1
dot,Prove,64,64,elements,6468303403.0,ns,1
dot,Prove,64,64,elements,10943458629.0,ns,1
dot,Prove,64,64,elements,7205505602.0,ns,1
