group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,Prove,512,512,elements,331375093.0,ns,2
dot,Prove,512,512,elements,318730445.0,ns,2
dot,Prove,512,512,elements,328500113.0,ns,2
dot,Prove,512,512,elements,312913603.0,ns,2
dot,Prove,512,512,elements,308701853.0,ns,2
dot,Prove,512,512,elements,317888840.0,ns,2
dot,Prove,512,512,elements,311381900.0,ns,2
dot,Prove,512,512,elements,313129946.0,ns,2
dot,Prove,512,512,elements,345015274.0,ns,2
dot,Prove,512,512,elements,309219482.0,ns,2
dot,Prove,512,512,elements,320780950.0,ns,2
dot,Prove,512,512,elements,315186600.0,ns,2
dot,Prove,512,512,elements,503490303.0,ns,2
dot,Prove,512,512,elements,423328176.0,ns,2
dot,Prove,512,512,elements,444848443.0,ns,2
dot,Prove,512,512,elements,313663627.0,ns,2
dot,Prove,512,512,elements,310416651.0,ns,2
dot,Prove,512,512,elements,318572336.0,ns,2
dot,Prove,512,512,elements,309698863.0,ns,2
dot,Prove,512,512,elements,368058738.0,ns,2
