group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
conv,ProofForAccumConv,128,128,elements,8464172975.0,ns,1
conv,ProofForAccumConv,128,128,elements,8384277787.0,ns,1
conv,ProofForAccumConv,128,128,elements,7313444379.0,ns,1
conv,ProofForAccumConv,128,128,elements,7541940604.0,ns,1
conv,ProofForAccumConv,128,128,elements,8109787794.0,ns,1
conv,ProofForAccumConv,128,128,elements,8153109967.0,ns,1
conv,ProofForAccumConv,128,128,elements,8150810158.0,ns,1
conv,ProofForAccumConv,128,128,elements,8946408277.0,ns,1
conv,ProofForAccumConv,128,128,elements,8895632579.0,ns,1
conv,ProofForAccumConv,128,128,elements,6772571634.0,ns,1
conv,ProofForAccumConv,128,128,elements,6160264828.0,ns,1
conv,ProofForAccumConv,128,128,elements,5960317658.0,ns,1
conv,ProofForAccumConv,128,128,elements,6237606669.0,ns,1
conv,ProofForAccumConv,128,128,elements,6263655460.0,ns,1
conv,ProofForAccumConv,128,128,elements,6068516433.0,ns,1
conv,ProofForAccumConv,128,128,elements,6700369704.0,ns,1
conv,ProofForAccumConv,128,128,elements,6925802782.0,ns,1
conv,ProofForAccumConv,128,128,elements,5976614242.0,ns,1
conv,ProofForAccumConv,128,128,elements,6042834144.0,ns,1
conv,ProofForAccumConv,128,128,elements,5896547176.0,ns,1
