group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
dot,Prove,32,32,elements,6498688832.0,ns,1
dot,Prove,32,32,elements,5049675083.0,ns,1
dot,Prove,32,32,elements,5374783921.0,ns,1
dot,Prove,32,32,elements,5009900316.0,ns,1
dot,Prove,32,32,elements,5275930344.0,ns,1
dot,Prove,32,32,elements,8799176105.0,ns,1
dot,Prove,32,32,elements,10719576064.0,ns,1
dot,Prove,32,32,elements,8099409574.0,ns,1
dot,Prove,32,32,elements,5221613568.0,ns,1
dot,Prove,32,32,elements,6054052003.0,ns,1
dot,Prove,32,32,elements,6316100237.0,ns,1
dot,Prove,32,32,elements,5837810107.0,ns,1
dot,Prove,32,32,elements,5655682733.0,ns,1
dot,Prove,32,32,elements,5478141881.0,ns,1
dot,Prove,32,32,elements,5340212758.0,ns,1
dot,Prove,32,32,elements,5232500400.0,ns,1
dot,Prove,32,32,elements,5371304001.0,ns,1
dot,Prove,32,32,elements,5161447178.0,ns,1
dot,Prove,32,32,elements,6522237001.0,ns,1
dot,Prove,32,32,elements,5184503566.0,ns,1
